State,District,City,Population,Area (in km^2),Latitude,Longitude,Year,Annual_Rainfall_mm,Annual_Recharge_MCM,Annual_Extractable_MCM,Annual_Extraction_MCM,Stage_of_Extraction_pct,Category,Is_Saline,Groundwater_Level_m
Bihar,Munger,Jamalpur (Nagar Parishad),105434,0.0,0.0,0.0,2016,1860,3561,2539.71221099668,2271.4826776384584,89.43858551386978,Semi-Critical,0,8.51
Bihar,Nalanda,Biharsharif,297268,152.94,25.18,85.52,2023,2133,2928,2253.869304692527,2395.104471081973,106.26634233384324,Over-Exploited,1,14.48
Bihar,Patna,Dinapur Nizamat (Nagar Parishad),182429,0.0,25.63,85.05,2017,2005,4653,3360.3948307351975,2002.8085648097365,59.60039417069202,Safe,0,20.48
Bihar,Patna,Patna,1684297,99.0,25.61,85.16,2014,1926,841,724.6451623235512,656.8831288333597,90.64893591879995,Critical,0,47.26
Bihar,Bhojpur,Arrah,261430,191.0,25.56,84.66,2012,2030,3274,2912.3461194015354,2486.7245933521986,85.38561322729049,Semi-Critical,0,31.3
Bihar,Buxar,Buxar (Nagar Parishad),102861,0.0,25.56,83.98,2021,1560,3317,2369.8747496861165,1423.9514486997357,60.085515020923964,Safe,0,42.08
Bihar,Rohtas,Sasaram (Nagar Parishad),147408,0.0,24.95,84.03,2017,1158,3161,2816.5238340498136,2638.5165418572633,93.67989398702876,Critical,0,36.1
Bihar,Rohtas,Dehri (Nagar Parishad),137231,0.0,24.91,84.18,2015,642,1732,1393.4205340102485,963.617591032765,69.15482925025401,Safe,0,7.4
Bihar,Aurangabad,Aurangabad (Nagar Parishad),102244,1420.0,24.7,84.35,2020,1463,4374,3323.860055074049,2796.975130968923,84.14840229808087,Semi-Critical,0,37.32
Bihar,Gaya,Gaya,474093,0.0,24.78,84.98,2012,628,2901,2075.29537607523,1157.1652499434188,55.759062699394335,Safe,1,15.2
Bihar,Jehanabad,Jehanabad (Nagar Parishad),103202,0.0,25.21,84.98,2010,1319,1994,1595.4489581064827,1310.9945127239187,82.1708840049536,Semi-Critical,1,32.68
Sikkim,East District,Gangtok,100286,563.0,27.34,88.61,2012,1646,4711,4046.2925460191836,2891.1748654677885,71.45244276299742,Semi-Critical,0,18.37
Nagaland,Dimapur,Dimapur,122834,121.0,25.91,93.73,2014,405,1161,976.8854800213273,1050.8033249851915,107.5666847829748,Over-Exploited,0,49.89
Manipur,Imphal West,Imphal,193459,0.0,24.81,93.95,2024,867,4383,3112.128121649319,1680.1916298616618,53.98851088981578,Safe,0,14.65
Mizoram,Aizawl,Aizawl,293416,457.0,23.73,92.72,2023,2155,4119,2943.3565319760787,2334.15558586254,79.30250924428309,Semi-Critical,0,15.4
Tripura,West Tripura,Agartala,400004,76.504,23.83,91.28,2012,474,2368,1848.400786654817,1517.355896821695,82.09019968920066,Semi-Critical,0,46.67
Meghalaya,East Khasi Hills,Shillong,143229,64.36,25.57,91.88,2010,403,2834,2151.1706520263742,2167.313581726008,100.75042534093832,Over-Exploited,0,3.18
Assam,Nagaon,Nagaon,121628,362.0,26.35,92.67,2014,2270,3874,2891.851373503826,2608.453705719479,90.20013025631476,Critical,0,35.44
Assam,Tinsukia,Tinsukia,116322,853.0,27.5,95.37,2019,1045,1516,1146.4005640691219,1108.6251018338612,96.70486360359266,Critical,0,36.82
Assam,Dibrugarh,Dibrugarh,144063,12.65,27.47,94.91,2016,517,4906,4222.577267722903,4408.094088506849,104.39344999562292,Over-Exploited,0,42.15
Assam,Cachar,Silchar,178865,871.0,24.83,92.78,2024,2029,707,626.2928467835442,691.140511806109,110.3542081560732,Over-Exploited,0,48.77
Assam,Kamrup Metropolitan,Guwahati,963429,100.0,26.15,91.73,2023,2421,3165,2471.9300056359493,1779.0797836854886,71.97128477057294,Semi-Critical,0,48.83
West Bengal,Darjiling,Darjiling,118805,10.57,27.05,88.27,2016,1346,2993,2637.498045876513,2312.072706762399,87.6615893754732,Semi-Critical,0,5.13
West Bengal,Darjiling,Siliguri,509709,260.0,26.73,88.41,2020,1864,1132,865.1866267625204,941.388505531788,108.80756549074397,Over-Exploited,0,41.45
West Bengal,Jalpaiguri,Dabgram,119040,0.0,0.0,0.0,2018,593,2602,2069.337807693309,2467.9249477662806,119.26157916755393,Over-Exploited,0,33.02
West Bengal,Jalpaiguri,Jalpaiguri,107341,502.0,26.54,88.72,2024,1246,3459,2577.6668606891085,2893.852545358915,112.2663517730634,Over-Exploited,0,33.07
West Bengal,Uttar Dinajpur,Raiganj,183612,488.0,25.62,88.13,2024,1815,3583,2967.06513182321,2255.0498596942275,76.00270838370639,Semi-Critical,0,8.16
West Bengal,Dakshin Dinajpur,Balurghat,153279,355.0,25.24,88.78,2019,1858,2431,2177.6806181979923,1386.347548406778,63.661656205305526,Safe,0,33.21
West Bengal,Murshidabad,Berhampore,195223,278.0,24.1,88.27,2019,2068,4219,3462.527474441403,2917.438311810535,84.25747761846121,Semi-Critical,0,49.16
West Bengal,Barddhaman,Kulti,313809,0.0,23.73,86.85,2021,1833,3062,2362.5253451111375,2407.7653814189384,101.91490162852297,Over-Exploited,1,45.77
West Bengal,Barddhaman,Asansol,563917,326.48,23.67,86.95,2022,1541,2179,1807.6188429626723,1527.0734151093284,84.47983495273084,Semi-Critical,0,23.08
West Bengal,Barddhaman,Jamuria,149220,134.0,23.7,87.08,2012,2210,736,533.293923870105,447.02115490989627,83.82266043195679,Semi-Critical,1,3.92
West Bengal,Barddhaman,Raniganj,129441,81.0,23.63,87.09,2024,1123,4943,4338.628366750373,4715.053381320214,108.67612947572604,Over-Exploited,0,19.39
West Bengal,Barddhaman,Durgapur,566517,154.2,23.53,87.32,2025,624,2040,1633.2582519181733,1229.8151190642127,75.29826453470304,Semi-Critical,0,41.67
West Bengal,Barddhaman,Barddhaman,314265,0.0,23.23,87.87,2016,931,4443,3509.3921807764254,3866.845786588251,110.18562723681518,Over-Exploited,0,35.67
West Bengal,Nadia,Nabadwip,125543,93.0,23.41,88.37,2010,512,863,705.2202624870774,553.4310231992631,78.47633606662065,Semi-Critical,0,24.05
West Bengal,Nadia,Krishnanagar,153062,26.0,23.4,88.5,2013,958,2868,2365.976023696001,1726.6021726007593,72.97631739748375,Semi-Critical,1,4.64
West Bengal,Nadia,Santipur,151777,177.0,23.26,88.44,2022,2448,785,560.7688015775625,458.5927656910127,81.77929378397893,Semi-Critical,0,22.49
West Bengal,Nadia,Kalyani,100575,0.0,22.98,88.43,2025,1053,648,542.067191870553,560.3418332226671,103.37128710724079,Over-Exploited,0,24.51
West Bengal,North Twenty Four Parganas,Bongaon,108864,344.0,23.07,88.82,2013,719,4537,3395.4288067183115,1997.1960439391864,58.820141950479595,Safe,0,46.57
West Bengal,North Twenty Four Parganas,Halisahar,124939,8.29,22.93,88.42,2023,1973,2266,1909.7633330519866,1217.4616179914344,63.74934511104122,Safe,0,32.77
West Bengal,North Twenty Four Parganas,Kanchrapara,129576,9.06,22.95,88.42,2014,2228,1512,1307.1345218217812,1524.133724973944,116.60113779641644,Over-Exploited,0,16.96
West Bengal,North Twenty Four Parganas,Naihati,217900,11.55,22.88,88.42,2016,2317,3331,2867.2971577314893,1785.8792299431123,62.284413916695016,Safe,0,27.22
West Bengal,North Twenty Four Parganas,Bhatpara,386019,34.69,22.87,88.42,2016,538,3007,2437.1740817991044,2187.1422542531727,89.74091225517384,Semi-Critical,0,5.17
West Bengal,North Twenty Four Parganas,Habra,147221,21.8,22.85,88.66,2022,2426,2023,1626.5607384289299,1472.8834858878072,90.55201266633564,Critical,0,48.68
West Bengal,North Twenty Four Parganas,Ashokenagar Kalyangarh,121592,20.0,22.83,88.63,2024,1301,3285,2393.369506599993,2016.9813333095335,84.27371234351713,Semi-Critical,0,19.28
West Bengal,North Twenty Four Parganas,North Barrackpore,132806,11.0,22.76,88.37,2020,1089,3056,2613.0915671263965,2485.8906439638263,95.13216740037731,Critical,0,24.94
West Bengal,North Twenty Four Parganas,Barrackpore,152783,10.61,22.77,88.39,2022,2439,4225,3186.8409264774737,2106.1153142778535,66.08787080583329,Safe,0,19.05
West Bengal,North Twenty Four Parganas,Titagarh,116541,3.24,22.73,88.37,2013,409,2101,1679.411416668101,1489.4088337802184,88.68635874437237,Semi-Critical,0,34.76
West Bengal,North Twenty Four Parganas,Khardah,108496,0.0,22.72,88.38,2022,660,2908,2200.9338124466435,1673.8569973161834,76.05212786728279,Semi-Critical,0,33.79
West Bengal,North Twenty Four Parganas,Panihati,377347,19.38,22.68,88.37,2025,2342,840,610.4831649839484,587.9972884692525,96.31670817404323,Critical,0,36.34
West Bengal,North Twenty Four Parganas,Barasat,278435,34.06,22.72,88.48,2016,2073,3317,2739.5485761179784,1640.5964180725623,59.885648036120465,Safe,0,14.87
West Bengal,North Twenty Four Parganas,Madhyamgram,196127,0.0,22.7,88.45,2020,2460,2996,2129.7557552658836,1915.9585024785786,89.96141917876334,Semi-Critical,0,17.15
West Bengal,North Twenty Four Parganas,North DumDum,249142,26.0,22.65,88.41,2012,1591,2225,1890.647129186159,1190.5201704632257,62.96892487683265,Safe,1,8.01
West Bengal,North Twenty Four Parganas,Kamarhati,330211,10.96,22.67,88.37,2015,2019,2189,1671.3394989653168,1161.6647597304507,69.50501441805255,Safe,0,33.46
West Bengal,North Twenty Four Parganas,Baranagar,245213,7.12,22.63,88.37,2021,720,3767,2637.0014777095794,1722.2173855047888,65.30968602265082,Safe,0,3.91
West Bengal,North Twenty Four Parganas,Dum Dum,114786,9.73,22.62,88.42,2011,1742,4906,3935.7199114195696,2471.578759262401,62.7986445908172,Safe,0,30.69
West Bengal,North Twenty Four Parganas,South DumDum,403316,0.0,22.61,88.4,2019,2036,761,539.8308604779012,581.9364076798656,107.79976660924669,Over-Exploited,0,43.75
West Bengal,North Twenty Four Parganas,Rajarhat Gopalpur,402844,0.0,22.62,88.51,2022,2394,1942,1466.6642562576374,1026.6580821901955,69.99952973626232,Safe,0,44.76
West Bengal,North Twenty Four Parganas,Bidhannagar,215514,0.0,22.58,88.42,2023,2343,905,761.4627442294845,874.9105255399874,114.89866473051144,Over-Exploited,1,23.55
West Bengal,North Twenty Four Parganas,Basirhat,125254,0.0,22.66,88.87,2018,2438,2690,1916.7270164325637,2259.7225707748657,117.89485677416336,Over-Exploited,0,24.05
West Bengal,Hugli,Bansberia,103920,9.07,22.97,88.4,2014,1518,4937,4284.6628273523165,3855.6923638688654,89.98823289559681,Semi-Critical,0,5.69
West Bengal,Hugli,Hugli-Chinsurah,179931,0.0,22.9,88.39,2015,2004,743,520.6676405070655,312.4530602432904,60.01007858660085,Safe,0,34.2
West Bengal,Hugli,Chandannagar,166867,19.0,22.86,88.36,2021,635,4607,3452.323513082633,2631.3049517235036,76.21837703657069,Semi-Critical,0,41.42
West Bengal,Hugli,Bhadreswar,101477,8.0,22.82,88.35,2021,2369,1060,899.0716599042391,951.5887590694706,105.84125843437498,Over-Exploited,0,13.74
West Bengal,Hugli,Champdani,111251,6.59,22.8,88.33,2021,733,4637,3539.208936858959,2679.7952536561374,75.71735100879494,Semi-Critical,0,22.22
West Bengal,Hugli,Baidyabati,121110,12.03,22.8,88.32,2021,2308,3225,2323.2205903025783,1303.1224304416144,56.09120528119521,Safe,0,42.26
West Bengal,Hugli,Serampore,181842,11.6,22.75,88.33,2013,775,1093,843.8471346497735,750.8125135169731,88.97494376497315,Semi-Critical,0,44.1
West Bengal,Hugli,Rishra,124577,0.0,22.72,88.35,2023,1560,2326,1753.986956826081,1914.6251437390981,109.15845960472244,Over-Exploited,0,13.67
West Bengal,Hugli,Uttarpara Kotrung,159147,11.75,22.68,88.34,2023,1970,3729,3238.794536631342,3423.88669228444,105.71484710004518,Over-Exploited,0,28.43
West Bengal,Bankura,Bankura,137386,19.06,23.23,87.09,2020,1719,3787,2888.2297127789875,1798.171956093245,62.258619809124724,Safe,0,11.24
West Bengal,Puruliya,Puruliya,121067,140.18,23.33,86.37,2025,2255,4573,3922.657638686336,3808.6464969772187,97.09352300887267,Critical,0,6.89
West Bengal,Haora,Bally,113377,0.0,22.66,88.34,2019,1772,633,556.011013533039,363.82746606736674,65.43529844049529,Safe,0,45.73
West Bengal,Haora,Bally,293373,0.0,22.66,88.34,2016,1272,3638,2862.245554483883,1868.3172592507317,65.27452741865206,Safe,0,41.38
West Bengal,Haora,Haora,1077075,63.55,22.58,88.25,2021,1652,4419,3897.507750538512,4333.444932957986,111.18502413136295,Over-Exploited,0,38.48
West Bengal,Haora,Uluberia,235345,0.0,22.47,88.12,2018,2251,572,443.5651853733893,299.3037113996348,67.47682669181611,Safe,1,4.34
West Bengal,Kolkata,Kolkata,4496694,205.0,22.57,88.36,2016,1714,4994,4458.72152239032,3050.9833879375597,68.42731425626079,Safe,0,42.5
West Bengal,South Twenty Four Parganas,Maheshtala,448317,44.18,22.51,88.25,2023,1124,4725,3391.8786006766663,1697.4906558371254,50.04573735329097,Safe,0,23.03
West Bengal,South Twenty Four Parganas,Rajpur Sonarpur,424368,49.26,22.44,88.39,2010,2452,3478,2912.490601779655,3231.3160662956257,110.94683238878625,Over-Exploited,0,18.43
West Bengal,Paschim Medinipur,Medinipur,169264,0.0,22.43,87.32,2010,477,4861,3882.7860101322262,4095.626241768368,105.48163692463942,Over-Exploited,0,28.23
West Bengal,Paschim Medinipur,Kharagpur,207604,127.0,22.35,87.23,2018,531,2485,1932.1614563114565,1814.551280323512,93.91302545634746,Critical,0,6.38
West Bengal,Purba Medinipur,Haldia,200827,300.0,22.07,88.07,2020,1000,1292,1067.8927494686384,1094.7887333737062,102.51860347571895,Over-Exploited,0,38.32
Jharkhand,Giridih,Giridih,114533,409.0,24.18,86.3,2023,2172,4759,4001.231179817556,2426.4826180866057,60.64339971971442,Safe,0,29.96
Jharkhand,Deoghar,Deoghar,203123,338.0,24.48,86.7,2018,1465,594,416.31835643445675,341.7251461469105,82.08265162113027,Semi-Critical,0,10.96
Jharkhand,Dhanbad,Dhanbad,1162472,577.0,23.8,86.43,2013,2263,1633,1197.626878784835,893.2542844398872,74.58535711441466,Semi-Critical,0,11.04
Jharkhand,Bokaro,Chas (Nagar Parishad),141640,0.0,23.63,86.16,2022,1718,737,621.0029878634986,351.2663460296962,56.56435683799115,Safe,0,10.84
Jharkhand,Bokaro,Bokaro Steel City,414820,183.0,23.67,86.15,2018,1015,3446,2871.4728270380997,2412.8737486017003,84.02913396504468,Semi-Critical,1,4.74
Jharkhand,Purbi Singhbhum,Mango,223805,0.0,22.81,86.2,2012,2288,3030,2706.4247881079787,3097.5512232108167,114.4517755239845,Over-Exploited,0,30.21
Jharkhand,Purbi Singhbhum,Jamshedpur,677350,224.0,22.81,86.2,2016,1446,2460,2096.430592803385,1107.0021102907326,52.804138333548615,Safe,0,42.34
Jharkhand,Hazaribagh,Hazaribag (Nagar Parishad),142489,0.0,23.98,85.35,2015,974,1548,1377.9592303136224,970.1144943739006,70.40226394456556,Semi-Critical,0,2.84
Jharkhand,Ranchi,Ranchi,1073427,652.02,23.34,85.31,2017,1392,3029,2545.899035829786,1642.8143064818112,64.52786553439924,Safe,0,4.35
Jharkhand,Saraikela-Kharsawan,Adityapur (Nagar Parishad),174355,0.0,0.0,0.0,2020,1648,3464,2631.290570145406,1754.2884159442642,66.67026575659874,Safe,1,29.49
Odisha,Sambalpur,Sambalpur,189366,50.0,21.47,83.98,2018,902,1463,1054.9297762506005,1198.299149111997,113.59041863155626,Over-Exploited,0,41.34
Odisha,Sundargarh,Raurkela,320040,56.0,22.23,84.87,2023,2397,1036,887.1939044850707,734.2845604988632,82.76483379640031,Semi-Critical,0,17.68
Odisha,Mayurbhanj,Baripada,116849,40.0,21.93,86.75,2014,1220,4723,3914.56335460615,3235.0326932210774,82.64095890578731,Semi-Critical,0,18.78
Odisha,Baleshwar,Baleshwar,144373,38.0,21.48,86.93,2010,2370,4179,2965.573869158317,3061.6672101277377,103.24029497186977,Over-Exploited,0,30.62
Odisha,Bhadrak,Bhadrak,121338,78.86,21.05,86.49,2012,597,4687,3618.411306735577,2200.517089809535,60.81445428034481,Safe,0,15.16
Odisha,Cuttack,Cuttack,610189,398.0,20.46,85.88,2019,2069,4224,3765.104484121125,3166.7757208358407,84.10857478700355,Semi-Critical,0,3.28
Odisha,Khordha,Bhubaneswar,885363,185.0,20.3,85.82,2021,1602,1042,833.683598766006,667.7719338902347,80.09896498847418,Semi-Critical,0,37.29
Odisha,Puri,Puri,200564,17.0,19.82,85.83,2017,1871,1345,1057.9041375893005,970.9840713050661,91.78374833826592,Critical,0,32.03
Odisha,Ganjam,Brahmapur,356598,80.0,19.31,84.79,2024,2046,4103,3247.6882959937166,3896.2204458086244,119.96903922753069,Over-Exploited,0,29.88
Chhattisgarh,Surguja,Ambikapur,121071,733.0,23.12,83.2,2020,2092,3536,2622.921862416452,2724.2039596181994,103.86142258574328,Over-Exploited,0,37.6
Chhattisgarh,Raigarh,Raigarh,150019,652.0,21.9,83.4,2015,1712,2994,2316.5818539138395,1803.472854490311,77.8505992112199,Semi-Critical,0,34.41
Chhattisgarh,Korba,Korba,363210,1996.0,22.36,82.73,2025,2435,4985,3858.2038162192152,4164.109749194919,107.92871365918329,Over-Exploited,0,11.88
Chhattisgarh,Bilaspur,Bilaspur,349107,448.0,22.08,82.15,2025,877,3219,2287.0061619966946,1416.7908361583561,61.94958543187361,Safe,0,18.92
Chhattisgarh,Rajnandgaon,Rajnandgaon,163114,745.0,21.1,81.03,2017,1654,2384,2034.7762452773434,1060.7788723102085,52.1324580416272,Safe,0,8.05
Chhattisgarh,Durg,Bhilai Nagar,618611,341.0,21.21,81.38,2018,1322,4638,3632.949511034038,2336.400185860069,64.3113860724991,Safe,0,8.23
Chhattisgarh,Durg,Durg,268806,639.0,21.19,81.28,2013,819,4849,4191.6500542345675,3094.6453094711705,73.82880892799817,Semi-Critical,0,34.46
Chhattisgarh,Raipur,Raipur,1027264,653.0,21.25,81.63,2010,1520,3701,3220.1275904289464,2760.95842418082,85.74065302216918,Semi-Critical,0,43.21
Chhattisgarh,Dhamtari,Dhamtari,101677,681.0,20.71,81.55,2023,1350,3210,2383.1001831165386,2217.690148783106,93.059039837884,Critical,0,48.21
Chhattisgarh,Bastar,Jagdalpur,125463,720.0,19.07,82.03,2010,1677,2453,2039.597618352665,2319.887285638531,113.74240020500952,Over-Exploited,0,32.16
Madhya Pradesh,Morena,Morena,200482,1071.0,26.5,78.0,2019,2257,4350,3455.885169621794,2961.3404220052416,85.68978066853204,Semi-Critical,0,10.84
Madhya Pradesh,Bhind,Bhind,197585,1189.0,26.56,78.79,2013,916,1189,1041.601272277729,886.2911805816635,85.08929512380105,Semi-Critical,0,7.07
Madhya Pradesh,Gwalior,Gwalior,1054420,2668.0,26.22,78.18,2021,2058,2450,1820.7129327964626,974.3911348353575,53.517010687608746,Safe,0,41.02
Madhya Pradesh,Datia,Datia,100284,1206.0,25.67,78.46,2023,2265,956,798.7978838992805,418.9200340194412,52.443808685935664,Safe,0,29.78
Madhya Pradesh,Shivpuri,Shivpuri,179977,1937.0,25.42,77.66,2016,1541,2630,2160.677616304932,1913.9541030537948,88.58119733414604,Semi-Critical,0,31.68
Madhya Pradesh,Chhatarpur,Chhatarpur,142128,1065.0,24.92,79.58,2011,2332,4476,3397.5538827223045,2740.8917554986037,80.67250292738412,Semi-Critical,0,39.51
Madhya Pradesh,Sagar,Sagar,274556,2157.0,23.83,78.75,2012,1214,4744,3450.4069373842326,3752.0631682819203,108.74262764862091,Over-Exploited,0,35.76
Madhya Pradesh,Damoh,Damoh,139561,1227.0,23.84,79.44,2010,2300,1679,1394.1206315682693,853.8650226671581,61.247570929829166,Safe,0,42.05
Madhya Pradesh,Satna,Satna,282977,0.0,24.58,80.83,2014,2462,4785,4056.3377674326402,2099.0743310289886,51.748016348193474,Safe,0,4.7
Madhya Pradesh,Rewa,Rewa,235654,0.0,24.53,81.3,2010,2494,4065,3102.1050304796036,2526.1283098532863,81.4327137551088,Semi-Critical,0,37.88
Madhya Pradesh,Neemuch,Neemuch,128561,566.0,24.47,74.87,2017,529,1382,1145.6317317517676,763.2599450340832,66.62349897265803,Safe,0,42.84
Madhya Pradesh,Mandsaur,Mandsaur,141667,935.0,24.08,75.07,2010,494,899,700.3445371885483,374.4952773279958,53.47300613371863,Safe,0,15.73
Madhya Pradesh,Ratlam,Ratlam,264914,1321.0,23.33,75.04,2020,2355,1108,933.646645335428,940.3864544794749,100.72188007933403,Over-Exploited,0,32.74
Madhya Pradesh,Ujjain,Nagda,100039,652.0,0.0,0.0,2010,1193,2138,1581.784451544697,914.45347633587,57.81150999700733,Safe,0,17.08
Madhya Pradesh,Ujjain,Ujjain,515215,745.0,23.18,75.78,2011,2234,2648,2325.057865396118,2152.5935594148914,92.58236500054402,Critical,0,47.98
Madhya Pradesh,Dewas,Dewas,289550,1001.0,22.96,76.05,2011,2083,1882,1425.580972109644,993.2519092926825,69.67348251168224,Safe,0,3.6
Madhya Pradesh,Dhar,Pithampur,126200,200.0,22.61,75.68,2021,410,1903,1472.0793469399916,914.819640222298,62.14472352485154,Safe,0,29.83
Madhya Pradesh,Indore,Indore,1992422,891.0,22.72,75.86,2015,2265,1319,938.6246569587962,718.8232285302055,76.58260660435222,Semi-Critical,1,9.99
Madhya Pradesh,Khargone (West Nimar),Khargone,116150,0.0,21.83,75.61,2016,1111,3792,2738.970861824456,2906.081070797095,106.10120433560675,Over-Exploited,0,36.19
Madhya Pradesh,Vidisha,Vidisha,155951,1071.0,23.53,77.82,2014,2470,1319,1059.3843699355123,820.4566498151246,77.44655038332009,Semi-Critical,0,10.44
Madhya Pradesh,Bhopal,Bhopal,1798218,285.88,23.26,77.41,2025,1214,919,692.4835339826012,710.1687009160854,102.5538754447739,Over-Exploited,0,13.3
Madhya Pradesh,Sehore,Sehore,109118,911.0,23.2,77.1,2010,745,4719,4091.826237055483,2405.340803671329,58.78404077594055,Safe,0,25.73
Madhya Pradesh,Betul,Betul,103330,1347.0,21.92,77.9,2010,762,3802,2672.5728527332267,2781.987968662118,104.09399937655554,Over-Exploited,1,45.91
Madhya Pradesh,Hoshangabad,Hoshangabad,117988,231.0,22.74,77.74,2012,1384,2008,1557.8441699466496,1037.2957241836534,66.58533274346541,Safe,0,12.16
Madhya Pradesh,Katni,Murwara (Katni),221883,634.0,23.48,80.4,2023,2039,1267,972.3833615512881,947.2717468888073,97.4175190922211,Critical,0,8.92
Madhya Pradesh,Jabalpur,Jabalpur,1069292,1147.0,23.17,79.93,2011,1227,2544,1790.6338986108753,1604.4922912203767,89.60470883886973,Semi-Critical,0,38.43
Madhya Pradesh,Chhindwara,Chhindwara,175052,627.0,22.06,78.94,2014,755,2639,1912.941640992469,2200.6505545399204,115.0401302048181,Over-Exploited,0,26.03
Madhya Pradesh,Seoni,Seoni,102343,1411.0,22.09,79.54,2021,1747,3529,2762.248999957573,2130.0413665356386,77.11257625827199,Semi-Critical,0,45.77
Madhya Pradesh,Guna,Guna,180935,1636.0,24.65,77.32,2019,2263,2049,1636.2759067065635,893.9231064000212,54.631563218410825,Safe,0,9.04
Madhya Pradesh,Singrauli,Singrauli,220257,1908.0,24.2,82.65,2025,526,2264,1767.8623975570047,907.6361826076069,51.340883988587706,Safe,1,33.0
Madhya Pradesh,Khandwa (East Nimar),Khandwa,200738,0.0,21.83,76.35,2015,1003,3145,2535.4597997212068,2735.256548841822,107.88009926809269,Over-Exploited,0,13.18
Madhya Pradesh,Burhanpur,Burhanpur,210886,1054.0,21.31,76.23,2025,2328,4216,3453.0150282804707,2994.851544043718,86.73149463630025,Semi-Critical,0,9.52
Gujarat,Kachchh,Bhuj,148834,5936.0,23.24,69.67,2016,1413,4981,3496.58611060755,3645.788364087817,104.26708362844646,Over-Exploited,0,34.8
Gujarat,Kachchh,Gandhidham,247992,217.0,23.08,70.14,2013,450,2793,2214.343556070727,1470.5409497698215,66.40979200080604,Safe,0,30.5
Gujarat,Banas Kantha,Palanpur,141592,787.0,24.18,72.43,2016,1830,3208,2863.7811129534766,2123.661575428368,74.15586218592635,Semi-Critical,0,38.23
Gujarat,Banas Kantha,Deesa,111160,1478.0,24.26,72.19,2020,2192,1400,1125.3290384362735,586.3782523162772,52.10727105479233,Safe,0,16.85
Gujarat,Patan ,Patan,133737,0.0,23.85,72.13,2017,2036,3584,2994.462297314578,3512.6379092234592,117.30446272018784,Over-Exploited,0,23.5
Gujarat,Mahesana,Mahesana,190753,843.0,23.6,72.4,2020,2045,2509,1912.7932839026919,1850.6419144813717,96.75075346905693,Critical,0,21.46
Gujarat,Gandhinagar,Kalol,134426,488.0,22.61,73.46,2010,1605,741,633.4055222422394,730.4708403010285,115.32435614315145,Over-Exploited,0,49.24
Gujarat,Gandhinagar,Gandhinagar,292797,671.0,23.24,72.65,2024,2254,2885,2465.4756950425185,1690.940305267498,68.58474852003506,Safe,1,16.03
Gujarat,Ahmadabad,Ahmadabad,5577940,1866.0,23.03,72.58,2015,966,4768,3834.707911042987,3558.702998618862,92.80245278579626,Critical,0,16.15
Gujarat,Surendranagar,Surendranagar Dudhrej,177851,45.0,22.72,71.72,2017,1335,1171,1048.2824374119919,1022.0229390880319,97.49499778048465,Critical,0,19.02
Gujarat,Rajkot,Morvi,210451,1070.0,22.82,70.83,2014,2334,663,480.74795847752785,347.2369383185545,72.2284790180312,Semi-Critical,0,29.1
Gujarat,Rajkot,Rajkot,1323363,1115.0,22.31,70.8,2013,1732,964,678.0675097907111,741.586476807643,109.36764645109412,Over-Exploited,0,14.11
Gujarat,Rajkot,Gondal,112197,1145.0,21.96,70.79,2011,601,3542,3024.9800772087265,3518.0912272255487,116.30130240301735,Over-Exploited,0,45.93
Gujarat,Rajkot,Jetpur Navagadh,118302,0.0,21.75,70.62,2015,516,2942,2534.330318185497,2836.925765477755,111.9398582387203,Over-Exploited,0,14.75
Gujarat,Jamnagar,Jamnagar,600943,1901.0,22.47,70.06,2015,1336,2855,2067.138327827849,2102.9967348711943,101.73468831575607,Over-Exploited,0,45.0
Gujarat,Porbandar,Porbandar,152760,1145.0,21.64,69.61,2020,974,4778,3598.390955175244,2498.0939533196315,69.42252758074679,Safe,0,6.97
Gujarat,Junagadh,Junagadh,319462,680.0,21.52,70.46,2024,936,3057,2150.631514962357,1499.272392171115,69.71312294739423,Safe,0,33.52
Gujarat,Junagadh,Veraval,171121,0.0,20.92,70.37,2025,2025,1045,792.801499653138,931.0282045557313,117.43522243122264,Over-Exploited,0,45.54
Gujarat,Amreli,Amreli,117967,833.0,21.6,71.22,2025,785,4335,3704.8140046874883,1879.0785035453364,50.71991471549844,Safe,0,10.1
Gujarat,Bhavnagar,Botad,130327,794.0,22.17,71.67,2010,874,1093,878.3261713579698,879.4108877281093,100.1234981269501,Over-Exploited,0,48.48
Gujarat,Bhavnagar,Bhavnagar,605882,2293.0,21.77,72.15,2018,817,4304,3312.4406865992623,3293.799309821484,99.43723137886835,Critical,0,23.74
Gujarat,Anand ,Anand,209410,0.0,22.55,72.95,2021,1338,1959,1516.9474557443002,1419.684848275817,93.58826786648582,Critical,0,47.39
Gujarat,Kheda,Nadiad,225071,404.0,22.7,72.87,2020,1354,3993,2796.181005496373,3336.0569869096043,119.30761922608059,Over-Exploited,0,34.49
Gujarat,Panch Mahals,Godhra,143644,765.0,22.77,73.62,2015,1275,3101,2356.636287195959,1692.8086204836768,71.83156050346076,Semi-Critical,0,16.48
Gujarat,Dohad ,Dohad,118846,14.0,22.83,74.25,2025,1162,2944,2441.4349070764138,1801.7308765202717,73.79803046552738,Semi-Critical,0,11.04
Gujarat,Vadodara,Vadodara,1752371,671.0,22.31,73.19,2022,1602,3172,2838.428955157097,1576.05919849697,55.52575820625889,Safe,1,16.58
